YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2020-W53,2627,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2020-W53,2354,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2020-W53,4981,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2020-W53,110,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2020-W53,1266,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2020-W53,971,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2020-W53,502,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2020-W53,589,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2020-W53,1536,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W01,7449,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W01,17851,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W01,25300,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W01,959,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W01,10420,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,6427,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,2130,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,1550,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,3769,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,37014,0,171,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,71,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,6,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,43557,0,196,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,80571,0,367,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,77,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,2617,0,13,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,23716,0,91,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,1,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,17098,0,91,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,5,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,8520,0,40,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,4,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,7932,0,47,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,5,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,62,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,20562,0,84,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W03,39230,0,2244,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,22,0,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,51461,0,2110,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,181,0,0,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,90691,0,4354,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,203,0,0,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,23,0,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,3578,0,96,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,29617,0,1152,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,107,0,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,51,0,0,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,18181,0,858,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,6,0,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,6912,0,443,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,7082,0,498,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W03,25236,0,1303,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,1130,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,13500,0,6056,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,2562,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,13172,0,10926,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,26672,0,16982,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,3692,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,67,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,1267,0,682,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,1536,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,7444,0,6115,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,958,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,4440,0,4089,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,596,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,1636,0,1630,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,175,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,1559,0,1270,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,359,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W04,10305,0,3156,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W05,5088,0,31327,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,1222,0,1,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,374,0,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,11316,0,43490,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,0,0,0,0,36000,AT,8901064,AT,ALL,AZ,7358443
2021-W05,1596,0,1,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,16404,0,74817,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,891,0,2576,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age18_24,AZ,696064
2021-W05,22,0,0,0,28800,AT,8901064,AT,Age18_24,MOD,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age25_49,AZ,3006228
2021-W05,221,0,0,0,28800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W05,6241,0,24235,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W05,131,0,0,0,28800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W05,4135,0,16568,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age50_59,AZ,1396889
2021-W05,1544,0,7560,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age60_69,AZ,1016016
2021-W05,38,0,0,0,28800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age70_79,AZ,769199
2021-W05,1167,0,6599,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W05,33,0,0,0,28800,AT,8901064,AT,Age70_79,MOD,769199
2021-W05,2377,0,17168,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age80+,AZ,474047
2021-W05,1151,0,1,0,28800,AT,8901064,AT,Age80+,MOD,474047
2021-W06,1665,0,73,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W06,572,0,0,0,43200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W06,5562,0,35812,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W06,7596,0,48906,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W06,9636,0,0,0,43200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W06,2191,0,6,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W06,13158,0,84718,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W06,10208,0,0,0,43200,AT,8901064,AT,ALL,AZ,7358443
2021-W06,3856,0,79,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W06,581,0,3284,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W06,96,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W06,2160,0,0,0,43200,AT,8901064,AT,Age18_24,AZ,696064
2021-W06,5031,0,0,0,43200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W06,4227,0,28113,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W06,1249,0,1,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W06,2748,0,17432,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W06,846,0,5,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W06,2427,0,0,0,43200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W06,563,0,0,0,43200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W06,303,0,4,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W06,1339,0,6691,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W06,1382,0,6287,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W06,6,0,0,0,43200,AT,8901064,AT,Age70_79,AZ,769199
2021-W06,433,0,5,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W06,929,0,64,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W06,2841,0,22834,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W06,3,0,0,0,43200,AT,8901064,AT,Age80+,AZ,474047
2021-W07,2244,0,1,0,76800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W07,21766,0,19640,0,80730,AT,8901064,AT,1_Age60+,COM,2259262
2021-W07,2348,0,19,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W07,4192,0,18570,0,80730,AT,8901064,AT,1_Age<60,COM,5099181
2021-W07,1533,0,176,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W07,29143,0,1,0,76800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W07,25958,0,38210,0,80730,AT,8901064,AT,ALL,COM,7358443
2021-W07,31387,0,2,0,76800,AT,8901064,AT,ALL,AZ,7358443
2021-W07,3881,0,195,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W07,3553,0,0,0,76800,AT,8901064,AT,Age18_24,AZ,696064
2021-W07,266,0,1617,0,80730,AT,8901064,AT,Age18_24,COM,696064
2021-W07,69,0,21,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W07,16554,0,1,0,76800,AT,8901064,AT,Age25_49,AZ,3006228
2021-W07,2309,0,10344,0,80730,AT,8901064,AT,Age25_49,COM,3006228
2021-W07,809,0,106,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W07,8974,0,0,0,76800,AT,8901064,AT,Age50_59,AZ,1396889
2021-W07,1581,0,6579,0,80730,AT,8901064,AT,Age50_59,COM,1396889
2021-W07,651,0,49,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W07,2168,0,1,0,76800,AT,8901064,AT,Age60_69,AZ,1016016
2021-W07,1410,0,2639,0,80730,AT,8901064,AT,Age60_69,COM,1016016
2021-W07,505,0,6,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W07,67,0,0,0,76800,AT,8901064,AT,Age70_79,AZ,769199
2021-W07,2629,0,3030,0,80730,AT,8901064,AT,Age70_79,COM,769199
2021-W07,584,0,6,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W07,9,0,0,0,76800,AT,8901064,AT,Age80+,AZ,474047
2021-W07,17727,0,13971,0,80730,AT,8901064,AT,Age80+,COM,474047
2021-W07,1259,0,7,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W08,4556,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W08,38612,0,5363,0,84240,AT,8901064,AT,1_Age60+,COM,2259262
2021-W08,2622,0,1049,0,37200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W08,51115,0,2,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W08,4183,0,11043,0,84240,AT,8901064,AT,1_Age<60,COM,5099181
2021-W08,1708,0,2542,0,37200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W08,55671,0,2,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W08,4330,0,3591,0,37200,AT,8901064,AT,ALL,MOD,7358443
2021-W08,42795,0,16406,0,84240,AT,8901064,AT,ALL,COM,7358443
2021-W08,6927,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W08,244,0,886,0,84240,AT,8901064,AT,Age18_24,COM,696064
2021-W08,121,0,76,0,37200,AT,8901064,AT,Age18_24,MOD,696064
2021-W08,28874,0,2,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W08,2177,0,6026,0,84240,AT,8901064,AT,Age25_49,COM,3006228
2021-W08,800,0,1521,0,37200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W08,1721,0,4081,0,84240,AT,8901064,AT,Age50_59,COM,1396889
2021-W08,783,0,944,0,37200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W08,15194,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W08,1891,0,1618,0,84240,AT,8901064,AT,Age60_69,COM,1016016
2021-W08,4314,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W08,946,0,584,0,37200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W08,223,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W08,3568,0,1215,0,84240,AT,8901064,AT,Age70_79,COM,769199
2021-W08,905,0,164,0,37200,AT,8901064,AT,Age70_79,MOD,769199
2021-W08,19,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W08,33153,0,2530,0,84240,AT,8901064,AT,Age80+,COM,474047
2021-W08,771,0,301,0,37200,AT,8901064,AT,Age80+,MOD,474047
2021-W09,5242,0,1,0,67200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W09,80932,0,5262,0,88920,AT,8901064,AT,1_Age60+,COM,2259262
2021-W09,4354,0,1132,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W09,6822,0,7318,0,88920,AT,8901064,AT,1_Age<60,COM,5099181
2021-W09,3072,0,178,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W09,46463,0,1,0,67200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W09,51705,0,2,0,67200,AT,8901064,AT,ALL,AZ,7358443
2021-W09,87754,0,12580,0,88920,AT,8901064,AT,ALL,COM,7358443
2021-W09,7426,0,1310,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W09,379,0,579,0,88920,AT,8901064,AT,Age18_24,COM,696064
2021-W09,278,0,7,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W09,5121,0,0,0,67200,AT,8901064,AT,Age18_24,AZ,696064
2021-W09,26368,0,0,0,67200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W09,1537,0,103,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W09,2994,0,4054,0,88920,AT,8901064,AT,Age25_49,COM,3006228
2021-W09,1245,0,68,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W09,14888,0,1,0,67200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W09,3379,0,2652,0,88920,AT,8901064,AT,Age50_59,COM,1396889
2021-W09,1142,0,27,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W09,3988,0,1235,0,88920,AT,8901064,AT,Age60_69,COM,1016016
2021-W09,4354,0,0,0,67200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W09,2325,0,27,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W09,6847,0,1300,0,88920,AT,8901064,AT,Age70_79,COM,769199
2021-W09,751,0,1,0,67200,AT,8901064,AT,Age70_79,AZ,769199
2021-W09,887,0,1078,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W09,70097,0,2727,0,88920,AT,8901064,AT,Age80+,COM,474047
2021-W09,137,0,0,0,67200,AT,8901064,AT,Age80+,AZ,474047
2021-W10,4733,0,1572,0,49200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W10,90983,0,21064,0,190710,AT,8901064,AT,1_Age60+,COM,2259262
2021-W10,17442,0,10,0,146400,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W10,42227,0,4705,0,190710,AT,8901064,AT,1_Age<60,COM,5099181
2021-W10,5912,0,2029,0,49200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W10,56693,0,12,0,146400,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W10,74135,0,22,0,146400,AT,8901064,AT,ALL,AZ,7358443
2021-W10,10645,0,3601,0,49200,AT,8901064,AT,ALL,MOD,7358443
2021-W10,133210,0,25769,0,190710,AT,8901064,AT,ALL,COM,7358443
2021-W10,4757,0,277,0,190710,AT,8901064,AT,Age18_24,COM,696064
2021-W10,4976,0,1,0,146400,AT,8901064,AT,Age18_24,AZ,696064
2021-W10,574,0,79,0,49200,AT,8901064,AT,Age18_24,MOD,696064
2021-W10,3372,0,1138,0,49200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W10,22671,0,2619,0,190710,AT,8901064,AT,Age25_49,COM,3006228
2021-W10,33409,0,9,0,146400,AT,8901064,AT,Age25_49,AZ,3006228
2021-W10,13605,0,1774,0,190710,AT,8901064,AT,Age50_59,COM,1396889
2021-W10,18198,0,2,0,146400,AT,8901064,AT,Age50_59,AZ,1396889
2021-W10,1937,0,812,0,49200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W10,1687,0,276,0,49200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W10,14314,0,1402,0,190710,AT,8901064,AT,Age60_69,COM,1016016
2021-W10,10049,0,4,0,146400,AT,8901064,AT,Age60_69,AZ,1016016
2021-W10,6679,0,2,0,146400,AT,8901064,AT,Age70_79,AZ,769199
2021-W10,2674,0,383,0,49200,AT,8901064,AT,Age70_79,MOD,769199
2021-W10,23382,0,2553,0,190710,AT,8901064,AT,Age70_79,COM,769199
2021-W10,372,0,913,0,49200,AT,8901064,AT,Age80+,MOD,474047
2021-W10,53287,0,17109,0,190710,AT,8901064,AT,Age80+,COM,474047
2021-W10,714,0,4,0,146400,AT,8901064,AT,Age80+,AZ,474047
2021-W11,14798,0,2174,0,49200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W11,22737,0,11,0,19200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W11,71450,0,36656,0,93600,AT,8901064,AT,1_Age60+,COM,2259262
2021-W11,11610,0,1658,0,49200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W11,13812,0,3909,0,93600,AT,8901064,AT,1_Age<60,COM,5099181
2021-W11,46634,0,22,0,19200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W11,85262,0,40565,0,93600,AT,8901064,AT,ALL,COM,7358443
2021-W11,26408,0,3832,0,49200,AT,8901064,AT,ALL,MOD,7358443
2021-W11,69371,0,33,0,19200,AT,8901064,AT,ALL,AZ,7358443
2021-W11,3228,0,1,0,19200,AT,8901064,AT,Age18_24,AZ,696064
2021-W11,1020,0,241,0,93600,AT,8901064,AT,Age18_24,COM,696064
2021-W11,1203,0,86,0,49200,AT,8901064,AT,Age18_24,MOD,696064
2021-W11,26853,0,12,0,19200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W11,6460,0,2052,0,93600,AT,8901064,AT,Age25_49,COM,3006228
2021-W11,5742,0,913,0,49200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W11,16506,0,9,0,19200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W11,4604,0,657,0,49200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W11,6072,0,1579,0,93600,AT,8901064,AT,Age50_59,COM,1396889
2021-W11,10548,0,5,0,19200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W11,4524,0,446,0,49200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W11,12496,0,1740,0,93600,AT,8901064,AT,Age60_69,COM,1016016
2021-W11,30137,0,3344,0,93600,AT,8901064,AT,Age70_79,COM,769199
2021-W11,7144,0,532,0,49200,AT,8901064,AT,Age70_79,MOD,769199
2021-W11,9262,0,2,0,19200,AT,8901064,AT,Age70_79,AZ,769199
2021-W11,3130,0,1196,0,49200,AT,8901064,AT,Age80+,MOD,474047
2021-W11,28817,0,31572,0,93600,AT,8901064,AT,Age80+,COM,474047
2021-W11,2927,0,4,0,19200,AT,8901064,AT,Age80+,AZ,474047
2021-W12,6504,0,1306,0,74400,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W12,20036,0,42816,0,128700,AT,8901064,AT,1_Age60+,COM,2259262
2021-W12,20207,0,15,0,19200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W12,7231,0,3225,0,128700,AT,8901064,AT,1_Age<60,COM,5099181
2021-W12,18297,0,2,0,19200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W12,5094,0,1011,0,74400,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W12,38504,0,17,0,19200,AT,8901064,AT,ALL,AZ,7358443
2021-W12,11598,0,2317,0,74400,AT,8901064,AT,ALL,MOD,7358443
2021-W12,27267,0,46041,0,128700,AT,8901064,AT,ALL,COM,7358443
2021-W12,438,0,237,0,128700,AT,8901064,AT,Age18_24,COM,696064
2021-W12,1554,0,0,0,19200,AT,8901064,AT,Age18_24,AZ,696064
2021-W12,515,0,56,0,74400,AT,8901064,AT,Age18_24,MOD,696064
2021-W12,10028,0,1,0,19200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W12,3598,0,1705,0,128700,AT,8901064,AT,Age25_49,COM,3006228
2021-W12,2806,0,461,0,74400,AT,8901064,AT,Age25_49,MOD,3006228
2021-W12,6692,0,1,0,19200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W12,3106,0,1247,0,128700,AT,8901064,AT,Age50_59,COM,1396889
