YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W02,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W03,5,,0,0,0,EE,1328976,EE,ALL,MOD,1071932
2021-W03,2598,,2342,0,8190,EE,1328976,EE,ALL,COM,1071932
2021-W03,2,,0,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W03,87,,86,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W03,2,,0,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W03,1158,,1127,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W03,1,,0,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W03,600,,571,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W03,0,,0,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W03,466,,435,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W03,0,,0,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W03,148,,105,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W03,0,,0,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W03,137,,17,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W03,2,,1,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W03,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W04,4,,0,0,1200,EE,1328976,EE,ALL,MOD,1071932
2021-W04,8187,,8035,0,11700,EE,1328976,EE,ALL,COM,1071932
2021-W04,0,,0,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W04,402,,396,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W04,3606,,3570,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W04,0,,0,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W04,1,,0,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W04,1926,,1906,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W04,1598,,1575,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W04,0,,0,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W04,479,,464,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W04,1,,0,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W04,175,,123,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W04,2,,0,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W04,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W04,1,,1,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W05,52,,0,0,2400,EE,1328976,EE,ALL,MOD,1071932
2021-W05,7515,,7207,0,10530,EE,1328976,EE,ALL,COM,1071932
2021-W05,304,,298,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W05,0,,0,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W05,2393,,2298,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W05,3,,0,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W05,1516,,1466,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W05,3,,0,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W05,5,,0,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W05,1474,,1430,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W05,15,,0,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W05,740,,699,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W05,26,,0,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W05,1085,,1014,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W05,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W05,3,,2,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W06,0,,0,0,16800,EE,1328976,EE,ALL,AZ,1071932
2021-W06,5031,,4710,0,10530,EE,1328976,EE,ALL,COM,1071932
2021-W06,26,,1,0,0,EE,1328976,EE,ALL,MOD,1071932
2021-W06,0,,0,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W06,127,,120,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W06,0,,0,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W06,2,,1,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W06,1157,,1107,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W06,0,,0,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W06,0,,0,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W06,2,,0,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W06,818,,789,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W06,4,,0,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W06,852,,818,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W06,0,,0,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W06,9,,0,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W06,651,,601,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W06,0,,0,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W06,9,,0,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W06,1419,,1269,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W06,0,,0,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W06,0,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W06,7,,6,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W06,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W07,7740,,0,0,16800,EE,1328976,EE,ALL,AZ,1071932
2021-W07,242,,233,0,0,EE,1328976,EE,ALL,MOD,1071932
2021-W07,4200,,3788,0,12870,EE,1328976,EE,ALL,COM,1071932
2021-W07,6,,6,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W07,147,,144,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W07,200,,0,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W07,64,,62,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W07,1241,,1186,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W07,3227,,0,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W07,813,,792,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W07,2398,,0,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W07,28,,27,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W07,670,,626,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W07,32,,32,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W07,1891,,0,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W07,20,,0,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W07,491,,382,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W07,42,,38,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W07,1,,0,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W07,838,,658,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W07,70,,68,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W07,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W07,0,,0,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W07,3,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W08,11939,,0,0,0,EE,1328976,EE,ALL,AZ,1071932
2021-W08,7304,,7089,0,14040,EE,1328976,EE,ALL,COM,1071932
2021-W08,702,,573,0,6000,EE,1328976,EE,ALL,MOD,1071932
2021-W08,508,,0,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W08,209,,201,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W08,17,,17,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W08,1796,,1760,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W08,195,,184,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W08,5573,,0,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W08,3156,,0,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W08,1142,,1114,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W08,114,,106,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W08,1021,,992,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W08,98,,90,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W08,2658,,0,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W08,33,,0,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W08,1032,,990,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W08,127,,99,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W08,2100,,2029,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W08,147,,73,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W08,0,,0,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W08,11,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W08,4,,3,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W08,4,,4,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W09,12397,,9442,0,14040,EE,1328976,EE,ALL,COM,1071932
2021-W09,17637,,1,0,16800,EE,1328976,EE,ALL,AZ,1071932
2021-W09,2343,,450,0,0,EE,1328976,EE,ALL,MOD,1071932
2021-W09,26,,20,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W09,859,,1,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W09,370,,335,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W09,1368,,1106,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W09,137,,93,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W09,6447,,0,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W09,109,,45,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W09,856,,694,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W09,4705,,0,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W09,178,,54,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W09,971,,716,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W09,5493,,0,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W09,2285,,1511,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W09,119,,0,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W09,734,,169,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W09,1159,,69,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W09,6543,,5076,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W09,3,,0,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W09,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W09,11,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W09,4,,4,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W10,24159,,6,0,33600,EE,1328976,EE,ALL,AZ,1071932
2021-W10,17076,,7981,0,14040,EE,1328976,EE,ALL,COM,1071932
2021-W10,3481,,730,0,7200,EE,1328976,EE,ALL,MOD,1071932
2021-W10,590,,0,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W10,140,,63,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W10,16,,4,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W10,179,,46,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W10,6130,,0,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W10,1299,,612,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W10,963,,418,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W10,4602,,0,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W10,165,,54,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W10,9695,,0,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W10,317,,52,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W10,1674,,647,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W10,1704,,243,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W10,6047,,2254,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W10,2889,,3,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W10,1098,,330,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W10,6946,,3983,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W10,244,,3,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W10,2,,1,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W10,7,,4,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W10,9,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W11,14976,,4083,0,14040,EE,1328976,EE,ALL,COM,1071932
2021-W11,15729,,3,0,2400,EE,1328976,EE,ALL,AZ,1071932
2021-W11,2534,,264,0,0,EE,1328976,EE,ALL,MOD,1071932
2021-W11,758,,0,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W11,199,,65,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W11,15,,1,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W11,1320,,284,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W11,5286,,1,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W11,235,,16,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W11,230,,16,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W11,3402,,1,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W11,889,,173,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W11,3778,,0,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W11,1672,,217,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W11,603,,43,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W11,2271,,1,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W11,5757,,889,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W11,1097,,134,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W11,223,,0,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W11,5135,,2455,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W11,353,,54,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W11,1,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W11,4,,0,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W11,11,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W12,4751,,3,0,0,EE,1328976,EE,ALL,AZ,1071932
2021-W12,609,,29,0,0,EE,1328976,EE,ALL,MOD,1071932
2021-W12,5732,,1089,0,19890,EE,1328976,EE,ALL,COM,1071932
2021-W12,70,,26,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W12,120,,1,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W12,1,,0,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W12,58,,3,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W12,1277,,0,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W12,615,,173,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W12,68,,3,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W12,436,,83,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W12,954,,2,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W12,158,,7,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W12,749,,85,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W12,1266,,0,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W12,2274,,239,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W12,256,,11,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W12,995,,0,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W12,68,,5,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W12,1586,,483,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W12,139,,0,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W12,2,,0,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W12,0,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W12,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2020-W52,93,,0,0,9750,EL,10718565,EL,1_Age60+,COM,3068849
2020-W52,147,,0,0,9750,EL,10718565,EL,1_Age<60,COM,5795338
2020-W52,240,,0,0,9750,EL,10718565,EL,ALL,COM,8864187
2020-W52,1,,0,0,9750,EL,10718565,EL,Age18_24,COM,782452
2020-W52,70,,0,0,9750,EL,10718565,EL,Age25_49,COM,3497414
2020-W52,76,,0,0,9750,EL,10718565,EL,Age50_59,COM,1515472
2020-W52,90,,0,0,9750,EL,10718565,EL,Age60_69,COM,1291651
2020-W52,2,,0,0,9750,EL,10718565,EL,Age70_79,COM,1003958
2020-W52,1,,0,0,9750,EL,10718565,EL,Age80+,COM,773240
2020-W52,0,,0,0,9750,EL,10718565,EL,AgeUNK,COM,
2020-W52,232,,0,0,9750,EL,10718565,EL,HCW,COM,247243
2020-W53,361,,0,0,83850,EL,10718565,EL,1_Age60+,COM,3068849
2020-W53,3266,,0,0,83850,EL,10718565,EL,1_Age<60,COM,5795338
2020-W53,3627,,0,0,83850,EL,10718565,EL,ALL,COM,8864187
2020-W53,18,,0,0,83850,EL,10718565,EL,Age18_24,COM,782452
2020-W53,2039,,0,0,83850,EL,10718565,EL,Age25_49,COM,3497414
2020-W53,1209,,0,0,83850,EL,10718565,EL,Age50_59,COM,1515472
2020-W53,351,,0,0,83850,EL,10718565,EL,Age60_69,COM,1291651
2020-W53,9,,0,0,83850,EL,10718565,EL,Age70_79,COM,1003958
2020-W53,1,,0,0,83850,EL,10718565,EL,Age80+,COM,773240
2020-W53,0,,0,0,83850,EL,10718565,EL,AgeUNK,COM,
2020-W53,3501,,0,0,83850,EL,10718565,EL,HCW,COM,247243
2021-W01,5943,,0,0,83850,EL,10718565,EL,1_Age60+,COM,3068849
2021-W01,34936,,1,0,83850,EL,10718565,EL,1_Age<60,COM,5795338
2021-W01,40880,,1,0,83850,EL,10718565,EL,ALL,COM,8864187
2021-W01,143,,0,0,83850,EL,10718565,EL,Age18_24,COM,782452
2021-W01,20311,,0,0,83850,EL,10718565,EL,Age25_49,COM,3497414
2021-W01,14482,,1,0,83850,EL,10718565,EL,Age50_59,COM,1515472
2021-W01,5381,,0,0,83850,EL,10718565,EL,Age60_69,COM,1291651
2021-W01,155,,0,0,83850,EL,10718565,EL,Age70_79,COM,1003958
2021-W01,407,,0,0,83850,EL,10718565,EL,Age80+,COM,773240
2021-W01,1,,0,0,83850,EL,10718565,EL,AgeUNK,COM,
2021-W01,38621,,1,0,83850,EL,10718565,EL,HCW,COM,247243
2021-W02,10710,,1,0,83850,EL,10718565,EL,1_Age60+,COM,3068849
2021-W02,25842,,3,0,83850,EL,10718565,EL,1_Age<60,COM,5795338
2021-W02,36554,,4,0,83850,EL,10718565,EL,ALL,COM,8864187
2021-W02,0,,0,0,8400,EL,10718565,EL,ALL,MOD,8864187
2021-W02,407,,0,0,83850,EL,10718565,EL,Age18_24,COM,782452
2021-W02,15896,,0,0,83850,EL,10718565,EL,Age25_49,COM,3497414
2021-W02,9539,,3,0,83850,EL,10718565,EL,Age50_59,COM,1515472
2021-W02,3749,,0,0,83850,EL,10718565,EL,Age60_69,COM,1291651
2021-W02,1223,,0,0,83850,EL,10718565,EL,Age70_79,COM,1003958
2021-W02,5738,,1,0,83850,EL,10718565,EL,Age80+,COM,773240
2021-W02,2,,0,0,83850,EL,10718565,EL,AgeUNK,COM,
2021-W02,26450,,0,0,83850,EL,10718565,EL,HCW,COM,247243
2021-W03,60587,,388,0,49140,EL,10718565,EL,1_Age60+,COM,3068849
2021-W03,16928,,2752,0,49140,EL,10718565,EL,1_Age<60,COM,5795338
2021-W03,77532,,3140,0,49140,EL,10718565,EL,ALL,COM,8864187
2021-W03,274,,19,0,49140,EL,10718565,EL,Age18_24,COM,782452
2021-W03,10616,,1677,0,49140,EL,10718565,EL,Age25_49,COM,3497414
2021-W03,6038,,1056,0,49140,EL,10718565,EL,Age50_59,COM,1515472
2021-W03,2222,,375,0,49140,EL,10718565,EL,Age60_69,COM,1291651
2021-W03,1295,,10,0,49140,EL,10718565,EL,Age70_79,COM,1003958
2021-W03,57070,,3,0,49140,EL,10718565,EL,Age80+,COM,773240
2021-W03,17,,0,0,49140,EL,10718565,EL,AgeUNK,COM,
2021-W03,9132,,3020,0,49140,EL,10718565,EL,HCW,COM,247243
2021-W04,59001,,5310,0,104130,EL,10718565,EL,1_Age60+,COM,3068849
2021-W04,16570,,30478,0,104130,EL,10718565,EL,1_Age<60,COM,5795338
2021-W04,75574,,35789,0,104130,EL,10718565,EL,ALL,COM,8864187
2021-W04,455,,117,0,104130,EL,10718565,EL,Age18_24,COM,782452
2021-W04,10713,,17764,0,104130,EL,10718565,EL,Age25_49,COM,3497414
2021-W04,5402,,12597,0,104130,EL,10718565,EL,Age50_59,COM,1515472
2021-W04,2634,,4790,0,104130,EL,10718565,EL,Age60_69,COM,1291651
2021-W04,1255,,130,0,104130,EL,10718565,EL,Age70_79,COM,1003958
2021-W04,55112,,390,0,104130,EL,10718565,EL,Age80+,COM,773240
2021-W04,3,,1,0,104130,EL,10718565,EL,AgeUNK,COM,
2021-W04,9632,,33962,0,104130,EL,10718565,EL,HCW,COM,247243
2021-W05,70484,,11052,0,91260,EL,10718565,EL,1_Age60+,COM,3068849
2021-W05,14297,,30041,0,91260,EL,10718565,EL,1_Age<60,COM,5795338
2021-W05,0,,0,0,12000,EL,10718565,EL,ALL,MOD,8864187
2021-W05,84785,,41095,0,91260,EL,10718565,EL,ALL,COM,8864187
2021-W05,417,,410,0,91260,EL,10718565,EL,Age18_24,COM,782452
2021-W05,9494,,18270,0,91260,EL,10718565,EL,Age25_49,COM,3497414
2021-W05,4386,,11361,0,91260,EL,10718565,EL,Age50_59,COM,1515472
2021-W05,1999,,4289,0,91260,EL,10718565,EL,Age60_69,COM,1291651
2021-W05,779,,1222,0,91260,EL,10718565,EL,Age70_79,COM,1003958
2021-W05,67706,,5541,0,91260,EL,10718565,EL,Age80+,COM,773240
2021-W05,4,,2,0,91260,EL,10718565,EL,AgeUNK,COM,
2021-W05,8688,,30916,0,91260,EL,10718565,EL,HCW,COM,247243
2021-W06,42142,,58799,0,91260,EL,10718565,EL,1_Age60+,COM,3068849
2021-W06,1,,0,0,24000,EL,10718565,EL,1_Age60+,MOD,3068849
2021-W06,1,,0,0,96000,EL,10718565,EL,1_Age60+,AZ,3068849
2021-W06,0,,0,0,96000,EL,10718565,EL,1_Age<60,AZ,5795338
2021-W06,10939,,16482,0,91260,EL,10718565,EL,1_Age<60,COM,5795338
2021-W06,0,,0,0,24000,EL,10718565,EL,1_Age<60,MOD,5795338
2021-W06,53083,,75295,0,91260,EL,10718565,EL,ALL,COM,8864187
2021-W06,1,,0,0,24000,EL,10718565,EL,ALL,MOD,8864187
2021-W06,1,,0,0,96000,EL,10718565,EL,ALL,AZ,8864187
2021-W06,0,,0,0,96000,EL,10718565,EL,Age18_24,AZ,782452
2021-W06,226,,264,0,91260,EL,10718565,EL,Age18_24,COM,782452
2021-W06,0,,0,0,24000,EL,10718565,EL,Age18_24,MOD,782452
2021-W06,0,,0,0,24000,EL,10718565,EL,Age25_49,MOD,3497414
2021-W06,7475,,10318,0,91260,EL,10718565,EL,Age25_49,COM,3497414
2021-W06,0,,0,0,96000,EL,10718565,EL,Age25_49,AZ,3497414
2021-W06,0,,0,0,96000,EL,10718565,EL,Age50_59,AZ,1515472
2021-W06,0,,0,0,24000,EL,10718565,EL,Age50_59,MOD,1515472
2021-W06,3238,,5900,0,91260,EL,10718565,EL,Age50_59,COM,1515472
2021-W06,1,,0,0,96000,EL,10718565,EL,Age60_69,AZ,1291651
2021-W06,1560,,2209,0,91260,EL,10718565,EL,Age60_69,COM,1291651
2021-W06,1,,0,0,24000,EL,10718565,EL,Age60_69,MOD,1291651
2021-W06,0,,0,0,96000,EL,10718565,EL,Age70_79,AZ,1003958
2021-W06,682,,1265,0,91260,EL,10718565,EL,Age70_79,COM,1003958
2021-W06,0,,0,0,24000,EL,10718565,EL,Age70_79,MOD,1003958
2021-W06,39900,,55325,0,91260,EL,10718565,EL,Age80+,COM,773240
2021-W06,0,,0,0,24000,EL,10718565,EL,Age80+,MOD,773240
2021-W06,0,,0,0,96000,EL,10718565,EL,Age80+,AZ,773240
2021-W06,0,,0,0,96000,EL,10718565,EL,AgeUNK,AZ,
2021-W06,0,,0,0,24000,EL,10718565,EL,AgeUNK,MOD,
2021-W06,2,,14,0,91260,EL,10718565,EL,AgeUNK,COM,
2021-W06,0,,0,0,24000,EL,10718565,EL,HCW,MOD,247243
2021-W06,5938,,9189,0,91260,EL,10718565,EL,HCW,COM,247243
2021-W06,1,,0,0,96000,EL,10718565,EL,HCW,AZ,247243
2021-W07,29225,,58168,0,120510,EL,10718565,EL,1_Age60+,COM,3068849
2021-W07,14888,,0,0,0,EL,10718565,EL,1_Age60+,MOD,3068849
2021-W07,41356,,0,0,88800,EL,10718565,EL,1_Age60+,AZ,3068849
2021-W07,11529,,16794,0,120510,EL,10718565,EL,1_Age<60,COM,5795338
2021-W07,44,,0,0,88800,EL,10718565,EL,1_Age<60,AZ,5795338
2021-W07,873,,0,0,0,EL,10718565,EL,1_Age<60,MOD,5795338
2021-W07,15761,,0,0,0,EL,10718565,EL,ALL,MOD,8864187
2021-W07,40760,,74965,0,120510,EL,10718565,EL,ALL,COM,8864187
2021-W07,41400,,0,0,88800,EL,10718565,EL,ALL,AZ,8864187
2021-W07,1,,0,0,88800,EL,10718565,EL,Age18_24,AZ,782452
2021-W07,646,,458,0,120510,EL,10718565,EL,Age18_24,COM,782452
2021-W07,38,,0,0,0,EL,10718565,EL,Age18_24,MOD,782452
2021-W07,33,,0,0,88800,EL,10718565,EL,Age25_49,AZ,3497414
2021-W07,7752,,10876,0,120510,EL,10718565,EL,Age25_49,COM,3497414
2021-W07,643,,0,0,0,EL,10718565,EL,Age25_49,MOD,3497414
2021-W07,10,,0,0,88800,EL,10718565,EL,Age50_59,AZ,1515472
2021-W07,3131,,5460,0,120510,EL,10718565,EL,Age50_59,COM,1515472
2021-W07,192,,0,0,0,EL,10718565,EL,Age50_59,MOD,1515472
2021-W07,1486,,2583,0,120510,EL,10718565,EL,Age60_69,COM,1291651
2021-W07,63,,0,0,0,EL,10718565,EL,Age60_69,MOD,1291651
2021-W07,41356,,0,0,88800,EL,10718565,EL,Age60_69,AZ,1291651
2021-W07,0,,0,0,88800,EL,10718565,EL,Age70_79,AZ,1003958
2021-W07,13905,,0,0,0,EL,10718565,EL,Age70_79,MOD,1003958
2021-W07,763,,1198,0,120510,EL,10718565,EL,Age70_79,COM,1003958
2021-W07,0,,0,0,88800,EL,10718565,EL,Age80+,AZ,773240
2021-W07,26976,,54387,0,120510,EL,10718565,EL,Age80+,COM,773240
2021-W07,920,,0,0,0,EL,10718565,EL,Age80+,MOD,773240
2021-W07,6,,3,0,120510,EL,10718565,EL,AgeUNK,COM,
2021-W07,0,,0,0,0,EL,10718565,EL,AgeUNK,MOD,
2021-W07,0,,0,0,88800,EL,10718565,EL,AgeUNK,AZ,
2021-W07,175,,0,0,88800,EL,10718565,EL,HCW,AZ,247243
2021-W07,4707,,9645,0,120510,EL,10718565,EL,HCW,COM,247243
2021-W07,455,,0,0,0,EL,10718565,EL,HCW,MOD,247243
